OrderLineID,OrderID,OrderDateText,ShippedDateText,CustomerID,ProductID,DepartmentID,Region,SalesChannel,Quantity,UnitPriceGBP,DiscountPct
SL-01-00037,SO-01-00019,2026-01-24,2026-01-26,C00354,P0030,D055,West,Partner,2,346.24,0.15
SL-01-00038,SO-01-00019,2026-01-19,2026-01-27,C00456,P0196,D086,Central,Store,1,212.74,0.10
SL-01-00039,SO-01-00020,2026-01-27,2026-02-02,C00502,P0034,D001,East,Online,4,57.74,0.15
SL-01-00040,SO-01-00020,2026-01-10,2026-01-18,C00478,P0277,D049,North,Partner,4,123.49,0.10
SL-01-00041,SO-01-00021,2026-01-29,2026-02-05,C00105,P0144,D093,East,Online,1,294.74,0.05
SL-01-00042,SO-01-00021,2026-01-07,2026-01-13,C00282,P0022,D095,West,Online,4,256.24,0.05
SL-01-00043,SO-01-00022,2026-01-15,2026-01-17,C00398,P0028,D096,South,Store,2,323.74,0.10
SL-01-00044,SO-01-00022,2026-01-21,2026-01-23,C00003,P0117,D056,Central,Partner,1,324.49,0.10
SL-01-00045,SO-01-00023,2026-01-01,,C00639,P0279,D088,East,Store,5,145.99,0.05
SL-01-00046,SO-01-00023,2026-01-03,2026-01-07,C00371,P0295,D004,South,Store,3,325.99,0.05
SL-01-00047,SO-01-00024,2026-01-21,2026-01-26,C00576,P0046,D002,North,Store,5,192.74,0.15
SL-01-00048,SO-01-00024,2026-01-18,2026-01-22,C00516,P0297,D060,North,Store,5,348.49,0.15
SL-01-00049,SO-01-00025,2026-01-09,2026-01-11,C00298,P0325,D045,Central,Partner,3,329.99,0.15
SL-01-00050,SO-01-00025,2026-01-05,2026-01-09,C00591,P0083,D040,North,Online,5,275.49,0.10
SL-01-00051,SO-01-00026,2026-01-31,2026-02-05,C00715,P0089,D049,East,Online,5,342.99,0.15
SL-01-00052,SO-01-00026,2026-01-13,2026-01-17,C00684,P0080,D105,Central,Partner,2,241.74,0.10
SL-01-00053,SO-01-00027,2026-01-11,2026-01-16,C00448,P0047,D100,East,Partner,3,203.99,0
SL-01-00054,SO-01-00027,2026-01-19,2026-01-25,C00895,P0145,D046,North,Online,5,305.99,0.10
SL-01-00055,SO-01-00028,2026-01-29,2026-02-02,C00609,P0265,D097,East,Online,2,321.99,0
SL-01-00056,SO-01-00028,2026-01-11,2026-01-19,C00582,P0227,D107,South,Store,3,227.99,0.10
SL-01-00057,SO-01-00029,2026-01-30,2026-02-02,C01021,P0322,D092,Central,Partner,1,296.24,0.05
SL-01-00058,SO-01-00029,2026-01-26,2026-01-30,C01099,P0354,D081,East,Partner,2,322.74,0.05
SL-01-00059,SO-01-00030,2026-01-12,2026-01-18,C00520,P0205,D043,Central,Online,2,313.99,0
SL-01-00060,SO-01-00030,2026-01-19,2026-01-21,C00376,P0022,D005,South,Store,2,256.24,0.10
SL-01-00061,SO-01-00031,2026-01-21,2026-01-25,C00926,P0180,D009,East,Store,5,366.24,0.15
SL-01-00062,SO-01-00031,2026-01-07,2026-01-14,C00260,P0252,D062,South,Online,1,175.74,0
SL-01-00063,SO-01-00032,2026-01-26,2026-01-31,C01353,P0214,D061,North,Online,4,81.74,0.15
SL-01-00064,SO-01-00032,2026-01-13,2026-01-16,C00049,P0186,D087,East,Online,3,100.24,0.05
SL-01-00065,SO-01-00033,2026-01-27,2026-01-30,C00381,P0326,D007,West,Online,4,341.24,0.10
SL-01-00066,SO-01-00033,2026-01-17,2026-01-20,C00922,P0341,D110,Central,Store,4,176.49,0.15
SL-01-00067,SO-01-00034,2026-01-12,,C00054,P0053,D105,North,Partner,3,271.49,0.10
SL-01-00068,SO-01-00034,2026-01-30,2026-02-01,C00291,P0062,D103,South,Partner,2,39.24,0.05
SL-01-00069,SO-01-00035,2026-01-20,2026-01-27,C00748,P0186,D080,South,Online,1,100.24,0
SL-01-00070,SO-01-00035,2026-01-27,2026-02-03,C01003,P0244,D006,East,Online,5,85.74,0
SL-01-00071,SO-01-00036,2026-01-23,2026-01-25,C00779,P0268,D109,Central,Partner,3,355.74,0.10
SL-01-00072,SO-01-00036,2026-01-12,2026-01-16,C00955,P0285,D065,North,Partner,5,213.49,0.10
SL-01-00073,SO-01-00037,2026-01-16,2026-01-22,C00091,P0034,D043,East,Store,2,57.74,0.05
SL-01-00074,SO-01-00037,2026-01-06,2026-01-13,C00549,P0287,D024,West,Online,2,235.99,0.10
SL-01-00075,SO-01-00038,2026-01-22,2026-01-26,C01092,P0012,D059,North,Online,3,143.74,0.15
SL-01-00076,SO-01-00038,2026-01-12,2026-01-15,C00344,P0162,D017,South,Online,4,163.74,0.05
SL-01-00077,SO-01-00039,2026-01-24,2026-01-30,C01015,P0043,D044,South,Store,2,158.99,0.10
SL-01-00078,SO-01-00039,2026-01-15,2026-01-22,C00502,P0178,D083,Central,Store,3,343.74,0.05
SL-01-00079,SO-01-00040,2026-01-08,2026-01-13,C00674,P0237,D089,Central,Partner,5,340.49,0.05
SL-01-00080,SO-01-00040,2026-01-06,2026-01-10,C00385,P0341,D014,West,Online,3,176.49,0.10
SL-01-00081,SO-01-00041,2026-01-31,2026-02-02,C00836,P0012,D008,Central,Partner,4,143.74,0.15
SL-01-00082,SO-01-00041,2026-01-25,2026-02-02,C00864,P0265,D029,South,Store,1,321.99,0.15
SL-01-00083,SO-01-00042,2026-01-10,2026-01-14,C00310,P0217,D006,East,Store,3,115.49,0.10
SL-01-00084,SO-01-00042,2026-01-21,2026-01-24,C00872,P0046,D111,Central,Online,5,192.74,0.05
SL-01-00085,SO-01-00043,2026-01-28,2026-02-05,C01093,P0208,D022,East,Online,5,347.74,0.15
SL-01-00086,SO-01-00043,2026-01-06,2026-01-11,C00588,P0313,D015,West,Online,2,194.99,0.15
SL-01-00087,SO-01-00044,2026-01-14,2026-01-16,C00306,P0079,D035,Central,Store,3,230.49,0
SL-01-00088,SO-01-00044,2026-01-16,2026-01-21,C00112,P0175,D036,West,Store,2,309.99,0.10
SL-01-00089,SO-01-00045,2026-01-29,,C00355,P0163,D038,West,Online,4,174.99,0
SL-01-00090,SO-01-00045,2026-01-15,2026-01-21,C00975,P0242,D091,North,Partner,3,63.24,0.05
SL-01-00091,SO-01-00046,2026-01-31,2026-02-02,C01040,P0318,D046,East,Partner,5,251.24,0.15
SL-01-00092,SO-01-00046,2026-01-16,2026-01-19,C00761,P0352,D099,North,Partner,3,300.24,0
SL-01-00093,SO-01-00047,2026-01-23,2026-01-25,C00665,P0294,D105,East,Store,3,314.74,0
SL-01-00094,SO-01-00047,2026-01-08,2026-01-13,C01364,P0190,D050,South,Partner,4,145.24,0.10
SL-01-00095,SO-01-00048,2026-01-29,2026-02-06,C00628,P0209,D015,East,Store,3,358.99,0
SL-01-00096,SO-01-00048,2026-01-30,2026-01-31,C00478,P0050,D040,East,Online,1,237.74,0.15
SL-01-00097,SO-01-00049,2026-01-06,2026-01-07,C01051,P0319,D012,South,Store,5,262.49,0.10
SL-01-00098,SO-01-00049,2026-01-19,2026-01-23,C00014,P0249,D108,South,Partner,4,141.99,0
SL-01-00099,SO-01-00050,2026-01-18,2026-01-21,C00547,P0149,D098,North,Store,2,350.99,0.05
SL-01-00100,SO-01-00050,2026-01-14,2026-01-21,C00039,P0120,D064,South,Partner,5,358.24,0.05
SL-01-00101,SO-01-00051,2026-01-12,2026-01-15,C00575,P0314,D085,East,Partner,4,206.24,0.10
SL-01-00102,SO-01-00051,2026-01-17,2026-01-25,C00163,P0200,D056,East,Store,1,257.74,0.15
SL-01-00103,SO-01-00052,2026-01-27,2026-02-01,C00822,P0054,D094,South,Partner,1,282.74,0.05
SL-01-00104,SO-01-00052,2026-01-07,2026-01-09,C00170,P0333,D100,North,Online,3,86.49,0
SL-01-00105,SO-01-00053,2026-01-02,2026-01-04,C00985,P0122,D002,North,Store,2,47.24,0.05
SL-01-00106,SO-01-00053,2026-01-07,2026-01-14,C00937,P0309,D080,West,Store,3,149.99,0
SL-01-00107,SO-01-00054,2026-01-17,2026-01-22,C00677,P0157,D060,Central,Partner,5,107.49,0.15
SL-01-00108,SO-01-00054,2026-01-06,2026-01-12,C00075,P0109,D039,North,Store,3,234.49,0
SL-01-00109,SO-01-00055,2026-01-22,2026-01-23,C00010,P0051,D032,South,Online,1,248.99,0.15
SL-01-00110,SO-01-00055,2026-01-08,2026-01-11,C00466,P0045,D080,South,Online,4,181.49,0.10
SL-01-00111,SO-01-00056,2026-01-31,,C00076,P0188,D064,East,Online,1,122.74,0
SL-01-00112,SO-01-00056,2026-01-21,2026-01-26,C00687,P0358,D067,South,Store,5,367.74,0.05
SL-01-00113,SO-01-00057,2026-01-01,2026-01-03,C00031,P0042,D083,North,Partner,4,147.74,0.05
SL-01-00114,SO-01-00057,2026-01-24,2026-01-25,C01094,P0275,D033,East,Store,4,100.99,0.10
SL-01-00115,SO-01-00058,2026-01-26,2026-02-03,C00594,P0301,D097,South,Partner,5,59.99,0.15
SL-01-00116,SO-01-00058,2026-01-05,2026-01-11,C00207,P0209,D028,North,Partner,1,358.99,0
SL-01-00117,SO-01-00059,2026-01-02,2026-01-10,C00295,P0171,D050,North,Online,3,264.99,0.15
SL-01-00118,SO-01-00059,2026-01-24,2026-01-27,C00381,P0142,D043,East,Online,4,272.24,0
SL-01-00119,SO-01-00060,2026-01-04,2026-01-07,C00595,P0355,D011,South,Online,3,333.99,0.15
SL-01-00120,SO-01-00060,2026-01-02,2026-01-04,C00149,P0291,D037,South,Online,3,280.99,0.10
SL-01-00121,SO-01-00061,2026-01-22,2026-01-30,C01002,P0102,D092,West,Online,2,155.74,0.15
SL-01-00122,SO-01-00061,2026-01-29,2026-02-03,C00222,P0223,D067,West,Store,4,182.99,0.15
SL-01-00123,SO-01-00062,2026-01-10,2026-01-12,C00029,P0015,D029,North,Store,5,177.49,0.10
SL-01-00124,SO-01-00062,2026-01-23,2026-01-29,C00903,P0009,D067,South,Partner,4,109.99,0
SL-01-00125,SO-01-00063,2026-01-11,2026-01-15,C01355,P0252,D068,North,Online,5,175.74,0.10
SL-01-00126,SO-01-00063,2026-01-05,2026-01-10,C00586,P0185,D095,South,Online,1,88.99,0.15
SL-01-00127,SO-01-00064,2026-01-14,2026-01-21,C00106,P0241,D086,Central,Online,4,51.99,0.15
SL-01-00128,SO-01-00064,2026-01-01,2026-01-02,C00513,P0329,D018,Central,Online,1,374.99,0.10
SL-01-00129,SO-01-00065,2026-01-10,2026-01-12,C00976,P0010,D045,West,Partner,5,121.24,0.15
SL-01-00130,SO-01-00065,2026-01-14,2026-01-18,C00843,P0139,D016,Central,Partner,2,238.49,0.10
SL-01-00131,SO-01-00066,2026-01-16,2026-01-23,C00439,P0116,D073,South,Partner,4,313.24,0.05
SL-01-00132,SO-01-00066,2026-01-30,2026-02-04,C00562,P0162,D074,West,Partner,1,163.74,0.10
SL-01-00133,SO-01-00067,2026-01-02,,C00835,P0194,D038,West,Online,3,190.24,0.15
SL-01-00134,SO-01-00067,2026-01-09,2026-01-16,C00220,P0039,D080,West,Online,5,113.99,0.10
SL-01-00135,SO-01-00068,2026-01-21,2026-01-22,C00365,P0356,D007,East,Online,2,345.24,0
SL-01-00136,SO-01-00068,2026-01-06,2026-01-14,C00161,P0087,D010,North,Store,5,320.49,0.10
SL-01-00137,SO-01-00069,2026-01-07,2026-01-14,C00368,P0029,D035,North,Online,5,334.99,0
SL-01-00138,SO-01-00069,2026-01-10,2026-01-12,C00145,P0217,D086,West,Partner,4,115.49,0.10
SL-01-00139,SO-01-00070,2026-01-14,2026-01-22,C00643,P0006,D091,East,Partner,2,76.24,0.15
SL-01-00140,SO-01-00070,2026-01-17,2026-01-21,C00219,P0112,D097,West,Store,5,268.24,0.10
SL-01-00141,SO-01-00071,2026-01-04,2026-01-10,C00905,P0325,D064,Central,Online,1,329.99,0
SL-01-00142,SO-01-00071,2026-01-16,2026-01-17,C00033,P0092,D102,South,Partner,1,43.24,0.10
SL-01-00143,SO-01-00072,2026-01-10,2026-01-12,C00803,P0014,D009,East,Store,2,166.24,0.05
SL-01-00144,SO-01-00072,2026-01-05,2026-01-06,C00151,P0336,D049,East,Store,1,120.24,0.15
SL-01-00145,SO-01-00073,2026-01-11,2026-01-15,C00212,P0319,D023,North,Store,1,262.49,0
SL-01-00146,SO-01-00073,2026-01-23,2026-01-29,C00132,P0230,D039,East,Online,2,261.74,0.10
SL-01-00147,SO-01-00074,2026-01-21,2026-01-28,C00294,P0146,D017,East,Online,1,317.24,0.15
SL-01-00148,SO-01-00074,2026-01-19,2026-01-20,C00681,P0118,D039,Central,Online,3,335.74,0.15
SL-01-00149,SO-01-00075,2026-01-06,2026-01-09,C00226,P0324,D044,East,Store,4,318.74,0.15
SL-01-00150,SO-01-00075,2026-01-11,2026-01-16,C00847,P0329,D039,North,Online,5,374.99,0.15
SL-01-00151,SO-01-00076,2026-01-24,2026-01-28,C00214,P0069,D085,North,Online,3,117.99,0
SL-01-00152,SO-01-00076,2026-01-05,2026-01-13,C00484,P0217,D077,West,Store,3,115.49,0.10
SL-01-00153,SO-01-00077,2026-01-21,2026-01-29,C00520,P0113,D016,South,Store,2,279.49,0
SL-01-00154,SO-01-00077,2026-01-30,2026-01-31,C01025,P0247,D012,South,Store,3,119.49,0.05
SL-01-00155,SO-01-00078,2026-01-14,,C00821,P0016,D061,Central,Partner,1,188.74,0.10
SL-01-00156,SO-01-00078,2026-01-18,2026-01-20,C01366,P0047,D081,West,Store,1,203.99,0.15
SL-01-00157,SO-01-00079,2026-01-23,2026-01-31,C00378,P0271,D110,North,Online,2,55.99,0.05
SL-01-00158,SO-01-00079,2026-01-24,2026-01-31,C00893,P0295,D051,South,Online,1,325.99,0.15
SL-01-00159,SO-01-00080,2026-01-24,2026-01-29,C00927,P0164,D062,South,Store,5,186.24,0.10
SL-01-00160,SO-01-00080,2026-01-29,2026-02-03,C00177,P0253,D036,Central,Online,4,186.99,0.10
SL-01-00161,SO-01-00081,2026-01-24,2026-01-27,C00791,P0173,D021,South,Store,1,287.49,0
SL-01-00162,SO-01-00081,2026-01-07,2026-01-12,C00667,P0088,D061,South,Store,1,331.74,0.15
SL-01-00163,SO-01-00082,2026-01-02,2026-01-03,C01018,P0033,D014,North,Partner,5,46.49,0.10
SL-01-00164,SO-01-00082,2026-01-07,2026-01-11,C00529,P0014,D059,East,Online,4,166.24,0.15
SL-01-00165,SO-01-00083,2026-01-18,2026-01-20,C00805,P0115,D014,Central,Online,2,301.99,0
SL-01-00166,SO-01-00083,2026-01-21,2026-01-22,C00997,P0146,D085,North,Store,2,317.24,0.05
SL-01-00167,SO-01-00084,2026-01-09,2026-01-14,C00782,P0021,D043,North,Partner,3,244.99,0
SL-01-00168,SO-01-00084,2026-01-30,2026-02-07,C00766,P0337,D002,North,Online,1,131.49,0.15
SL-01-00169,SO-01-00085,2026-01-25,2026-02-02,C00554,P0191,D064,West,Partner,2,156.49,0.05
SL-01-00170,SO-01-00085,2026-01-17,2026-01-23,C00440,P0236,D025,Central,Online,1,329.24,0
SL-01-00171,SO-01-00086,2026-01-02,2026-01-05,C00697,P0306,D065,West,Store,3,116.24,0.05
SL-01-00172,SO-01-00086,2026-01-30,2026-01-31,C00197,P0164,D107,East,Online,4,186.24,0.15
SL-01-00173,SO-01-00087,2026-01-05,2026-01-06,C01063,P0035,D094,South,Store,3,68.99,0
SL-01-00174,SO-01-00087,2026-01-04,2026-01-06,C00266,P0015,D009,North,Store,4,177.49,0.15
SL-01-00175,SO-01-00088,2026-01-10,2026-01-13,C00758,P0146,D072,West,Store,2,317.24,0.05
SL-01-00176,SO-01-00088,2026-01-24,2026-01-31,C00110,P0079,D071,West,Online,4,230.49,0.15
SL-01-00177,SO-01-00089,2026-01-28,,C00216,P0312,D089,South,Partner,4,183.74,0.15
SL-01-00178,SO-01-00089,2026-01-29,2026-02-05,C00863,P0021,D036,North,Online,2,244.99,0.10
SL-01-00179,SO-01-00090,2026-01-18,2026-01-21,C00092,P0317,D074,West,Partner,2,239.99,0
SL-01-00180,SO-01-00090,2026-01-31,2026-02-04,C00472,P0234,D101,Central,Partner,2,306.74,0.10
SL-01-00181,SO-01-00091,2026-01-29,2026-02-04,C00199,P0289,D023,Central,Partner,5,258.49,0
SL-01-00182,SO-01-00091,2026-01-31,2026-02-02,C00707,P0114,D016,West,Online,3,290.74,0.05
SL-01-00183,SO-01-00092,2026-01-27,2026-01-31,C00393,P0143,D059,North,Partner,4,283.49,0.10
SL-01-00184,SO-01-00092,2026-01-24,2026-01-28,C00440,P0322,D046,East,Online,3,296.24,0.15
SL-01-00185,SO-01-00093,2026-01-24,2026-01-25,C00427,P0017,D085,West,Online,4,199.99,0.10
SL-01-00186,SO-01-00093,2026-01-14,2026-01-16,C00843,P0249,D041,South,Store,3,141.99,0.15
SL-01-00187,SO-01-00094,2026-01-08,2026-01-11,C01357,P0028,D052,West,Online,2,323.74,0.10
SL-01-00188,SO-01-00094,2026-01-23,2026-01-28,C00939,P0159,D021,South,Partner,4,129.99,0
SL-01-00189,SO-01-00095,2026-01-08,2026-01-14,C00411,P0205,D065,South,Store,1,313.99,0
SL-01-00190,SO-01-00095,2026-01-12,2026-01-15,C00626,P0221,D067,North,Partner,3,160.49,0.10
SL-01-00191,SO-01-00096,2026-01-19,2026-01-22,C00981,P0052,D107,North,Online,2,260.24,0.10
SL-01-00192,SO-01-00096,2026-01-07,2026-01-09,C00673,P0249,D006,East,Store,4,141.99,0
SL-01-00193,SO-01-00097,2026-01-14,2026-01-20,C00499,P0259,D100,West,Partner,4,254.49,0.05
SL-01-00194,SO-01-00097,2026-01-27,2026-02-04,C00668,P0078,D007,West,Online,5,219.24,0.15
SL-01-00195,SO-01-00098,2026-01-30,2026-02-02,C00220,P0100,D104,South,Online,3,133.24,0.15
SL-01-00196,SO-01-00098,2026-01-05,2026-01-10,C00597,P0316,D097,West,Partner,5,228.74,0.15
SL-01-00197,SO-01-00099,2026-01-10,2026-01-13,C00748,P0125,D065,East,Online,5,80.99,0
SL-01-00198,SO-01-00099,2026-01-23,2026-01-31,C00472,P0050,D069,Central,Online,5,237.74,0
SL-01-00199,SO-01-00100,2026-01-20,,C00368,P0201,D017,North,Online,1,268.99,0.05
SL-01-00200,SO-01-00100,2026-01-29,2026-02-05,C00349,P0091,D028,South,Partner,2,31.99,0
SL-01-00201,SO-01-00101,2026-01-02,2026-01-08,C00383,P0003,D048,North,Online,3,42.49,0.05
SL-01-00202,SO-01-00101,2026-01-20,2026-01-24,C00675,P0212,D064,West,Online,3,59.24,0.15
SL-01-00203,SO-01-00102,2026-01-10,2026-01-17,C00008,P0284,D077,South,Store,4,202.24,0.15
SL-01-00204,SO-01-00102,2026-01-23,2026-01-25,C00309,P0015,D079,North,Partner,2,177.49,0.10
SL-01-00205,SO-01-00103,2026-01-12,2026-01-18,C00225,P0216,D030,West,Partner,4,104.24,0.15
SL-01-00206,SO-01-00103,2026-01-03,2026-01-10,C00400,P0316,D006,West,Online,3,228.74,0
SL-01-00207,SO-01-00104,2026-01-27,2026-01-29,C00704,P0253,D032,North,Store,3,186.99,0.05
SL-01-00208,SO-01-00104,2026-01-22,2026-01-29,C00375,P0357,D029,South,Partner,4,356.49,0.05
SL-01-00209,SO-01-00105,2026-01-12,2026-01-19,C00828,P0196,D029,East,Online,2,212.74,0
SL-01-00210,SO-01-00105,2026-01-04,2026-01-08,C00756,P0335,D017,North,Store,4,108.99,0.10
SL-01-00211,SO-01-00106,2026-01-02,2026-01-08,C00056,P0087,D070,West,Store,1,320.49,0.15
SL-01-00212,SO-01-00106,2026-01-23,2026-01-30,C00771,P0262,D104,East,Partner,1,288.24,0.15
SL-01-00213,SO-01-00107,2026-01-03,2026-01-09,C00787,P0244,D092,East,Store,1,85.74,0.10
SL-01-00214,SO-01-00107,2026-01-13,2026-01-16,C00070,P0230,D056,North,Partner,5,261.74,0.10
SL-01-00215,SO-01-00108,2026-01-08,2026-01-12,C00706,P0157,D058,West,Partner,1,107.49,0.10
SL-01-00216,SO-01-00108,2026-01-16,2026-01-17,C00458,P0067,D110,Central,Store,5,95.49,0.10
SL-01-00217,SO-01-00109,2026-01-01,2026-01-03,C00603,P0025,D093,Central,Store,4,289.99,0.05
SL-01-00218,SO-01-00109,2026-01-31,2026-02-04,C01368,P0001,D084,Central,Online,5,19.99,0.10
SL-01-00219,SO-01-00110,2026-01-16,2026-01-18,C00974,P0314,D060,North,Online,3,206.24,0.15
SL-01-00220,SO-01-00110,2026-01-29,2026-01-30,C00892,P0165,D045,East,Partner,5,197.49,0.05
SL-01-00221,SO-01-00111,2026-01-02,,C00932,P0287,D003,Central,Store,4,235.99,0.05
SL-01-00222,SO-01-00111,2026-01-25,2026-02-02,C00068,P0064,D055,East,Partner,3,61.74,0.10
SL-01-00223,SO-01-00112,2026-01-03,2026-01-08,C01020,P0256,D064,North,Partner,5,220.74,0
SL-01-00224,SO-01-00112,2026-01-14,2026-01-17,C00711,P0290,D109,South,Store,4,269.74,0.15
SL-01-00225,SO-01-00113,2026-01-17,2026-01-20,C00552,P0172,D074,East,Online,4,276.24,0.10
SL-01-00226,SO-01-00113,2026-01-29,2026-02-02,C00843,P0164,D107,East,Partner,3,186.24,0.10
SL-01-00227,SO-01-00114,2026-01-21,2026-01-25,C00424,P0288,D009,West,Online,1,247.24,0
SL-01-00228,SO-01-00114,2026-01-30,2026-02-06,C00152,P0013,D106,North,Store,3,154.99,0.10
SL-01-00229,SO-01-00115,2026-01-29,2026-02-06,C00050,P0320,D044,North,Online,5,273.74,0.10
SL-01-00230,SO-01-00115,2026-01-25,2026-01-28,C00145,P0266,D111,North,Store,4,333.24,0.05
SL-01-00231,SO-01-00116,2026-01-02,2026-01-08,C00266,P0297,D023,East,Online,5,348.49,0
SL-01-00232,SO-01-00116,2026-01-24,2026-01-26,C00470,P0333,D061,South,Store,4,86.49,0
SL-01-00233,SO-01-00117,2026-01-31,2026-02-06,C00567,P0293,D104,Central,Partner,1,303.49,0.05
SL-01-00234,SO-01-00117,2026-01-21,2026-01-23,C00321,P0088,D072,South,Online,1,331.74,0
SL-01-00235,SO-01-00118,2026-01-06,2026-01-08,C00022,P0039,D010,Central,Partner,2,113.99,0.10
SL-01-00236,SO-01-00118,2026-01-07,2026-01-12,C00415,P0244,D033,Central,Online,5,85.74,0.05
SL-01-00237,SO-01-00119,2026-01-29,2026-01-30,C00720,P0226,D063,South,Partner,2,216.74,0.15
SL-01-00238,SO-01-00119,2026-01-23,2026-01-24,C00058,P0242,D023,South,Store,3,63.24,0.10
SL-01-00239,SO-01-00120,2026-01-17,2026-01-23,C00823,P0115,D092,Central,Online,2,301.99,0.05
SL-01-00240,SO-01-00120,2026-01-16,2026-01-18,C00602,P0323,D112,Central,Online,4,307.49,0.15
SL-01-00241,SO-01-00121,2026-01-04,2026-01-05,C01058,P0193,D096,Central,Store,3,178.99,0.05
SL-01-00242,SO-01-00121,2026-01-08,2026-01-11,C00836,P0220,D083,West,Partner,2,149.24,0.15
SL-01-00243,SO-01-00122,2026-01-18,,C00848,P0315,D007,South,Partner,5,217.49,0.05
SL-01-00244,SO-01-00122,2026-01-31,2026-02-04,C00502,P0149,D041,West,Store,2,350.99,0.10
SL-01-00245,SO-01-00123,2026-01-13,2026-01-15,C00573,P0111,D094,North,Partner,2,256.99,0.10
SL-01-00246,SO-01-00123,2026-01-07,2026-01-10,C00044,P0188,D078,East,Online,3,122.74,0
SL-01-00247,SO-01-00124,2026-01-27,2026-01-30,C00215,P0244,D052,South,Partner,2,85.74,0.05
SL-01-00248,SO-01-00124,2026-01-06,2026-01-10,C00349,P0283,D101,West,Partner,4,190.99,0.15
