OrderLineID,OrderID,OrderDateText,ShippedDateText,CustomerID,ProductID,DepartmentID,Region,SalesChannel,Quantity,UnitPriceGBP,DiscountPct
SL-04-00037,SO-04-00019,2026-04-21,2026-04-25,C00900,P0165,D041,East,Partner,3,197.49,0.05
SL-04-00038,SO-04-00019,2026-04-30,2026-05-03,C00896,P0238,D065,South,Store,4,351.74,0.15
SL-04-00039,SO-04-00020,2026-04-18,2026-04-22,C00061,P0332,D063,East,Online,4,75.24,0.05
SL-04-00040,SO-04-00020,2026-04-30,2026-05-01,C00266,P0252,D011,South,Partner,2,175.74,0
SL-04-00041,SO-04-00021,2026-04-01,2026-04-04,C00927,P0147,D103,East,Online,1,328.49,0
SL-04-00042,SO-04-00021,2026-04-10,2026-04-12,C00131,P0294,D006,West,Store,2,314.74,0.15
SL-04-00043,SO-04-00022,2026-04-27,2026-05-02,C00847,P0214,D094,North,Store,4,81.74,0
SL-04-00044,SO-04-00022,2026-04-14,2026-04-20,C01096,P0227,D012,West,Partner,1,227.99,0.10
SL-04-00045,SO-04-00023,2026-04-16,,C00444,P0248,D067,Central,Partner,4,130.74,0.05
SL-04-00046,SO-04-00023,2026-04-22,2026-04-29,C00947,P0013,D082,North,Online,3,154.99,0.15
SL-04-00047,SO-04-00024,2026-04-25,2026-04-28,C00050,P0029,D013,South,Online,3,334.99,0.05
SL-04-00048,SO-04-00024,2026-04-27,2026-04-28,C00188,P0216,D092,Central,Partner,2,104.24,0.10
SL-04-00049,SO-04-00025,2026-04-26,2026-04-30,C00366,P0043,D100,South,Online,3,158.99,0.05
SL-04-00050,SO-04-00025,2026-04-02,2026-04-08,C00777,P0123,D103,Central,Partner,4,58.49,0.10
SL-04-00051,SO-04-00026,2026-04-09,2026-04-16,C00337,P0213,D036,East,Partner,1,70.49,0.05
SL-04-00052,SO-04-00026,2026-04-04,2026-04-05,C00560,P0230,D098,East,Partner,4,261.74,0.05
SL-04-00053,SO-04-00027,2026-04-14,2026-04-15,C00368,P0172,D032,Central,Partner,5,276.24,0.05
SL-04-00054,SO-04-00027,2026-04-01,2026-04-08,C00086,P0221,D047,South,Online,4,160.49,0.05
SL-04-00055,SO-04-00028,2026-04-27,2026-04-30,C00361,P0279,D110,North,Partner,4,145.99,0
SL-04-00056,SO-04-00028,2026-04-09,2026-04-12,C00693,P0277,D089,East,Store,1,123.49,0.15
SL-04-00057,SO-04-00029,2026-04-10,2026-04-17,C00088,P0348,D048,West,Online,1,255.24,0.10
SL-04-00058,SO-04-00029,2026-04-11,2026-04-17,C00258,P0329,D042,South,Partner,5,374.99,0.05
SL-04-00059,SO-04-00030,2026-04-29,2026-05-07,C00059,P0274,D008,East,Store,5,89.74,0.05
SL-04-00060,SO-04-00030,2026-04-26,2026-05-02,C00793,P0161,D084,Central,Online,1,152.49,0.15
SL-04-00061,SO-04-00031,2026-04-29,2026-05-03,C00726,P0080,D057,West,Online,4,241.74,0.15
SL-04-00062,SO-04-00031,2026-04-20,2026-04-25,C00831,P0055,D074,North,Store,2,293.99,0.15
SL-04-00063,SO-04-00032,2026-04-18,2026-04-26,C01353,P0294,D062,East,Online,2,314.74,0.05
SL-04-00064,SO-04-00032,2026-04-28,2026-05-05,C00649,P0197,D081,North,Partner,4,223.99,0.15
SL-04-00065,SO-04-00033,2026-04-23,2026-04-30,C00258,P0227,D048,North,Partner,3,227.99,0.10
SL-04-00066,SO-04-00033,2026-04-30,2026-05-08,C00107,P0097,D047,East,Online,4,99.49,0.10
SL-04-00067,SO-04-00034,2026-04-17,,C00977,P0049,D088,South,Partner,4,226.49,0
SL-04-00068,SO-04-00034,2026-04-16,2026-04-18,C00321,P0207,D093,South,Online,5,336.49,0.10
SL-04-00069,SO-04-00035,2026-04-04,2026-04-08,C00685,P0033,D109,North,Online,3,46.49,0
SL-04-00070,SO-04-00035,2026-04-28,2026-04-29,C00308,P0072,D021,East,Partner,4,151.74,0.05
SL-04-00071,SO-04-00036,2026-04-20,2026-04-26,C00774,P0057,D111,Central,Online,3,316.49,0.15
SL-04-00072,SO-04-00036,2026-04-15,2026-04-20,C00920,P0016,D054,West,Store,4,188.74,0.05
SL-04-00073,SO-04-00037,2026-04-25,2026-04-29,C00494,P0302,D007,South,Partner,2,71.24,0.15
SL-04-00074,SO-04-00037,2026-04-07,2026-04-08,C00316,P0225,D019,East,Online,2,205.49,0.10
SL-04-00075,SO-04-00038,2026-04-08,2026-04-14,C00441,P0222,D037,Central,Partner,2,171.74,0
SL-04-00076,SO-04-00038,2026-04-21,2026-04-25,C00951,P0208,D015,West,Store,3,347.74,0
SL-04-00077,SO-04-00039,2026-04-22,2026-04-23,C00429,P0027,D055,East,Store,3,312.49,0.15
SL-04-00078,SO-04-00039,2026-04-21,2026-04-25,C00625,P0258,D076,West,Store,4,243.24,0.15
SL-04-00079,SO-04-00040,2026-04-09,2026-04-13,C00008,P0223,D081,South,Store,2,182.99,0.05
SL-04-00080,SO-04-00040,2026-04-13,2026-04-18,C00507,P0010,D016,South,Store,1,121.24,0.15
SL-04-00081,SO-04-00041,2026-04-17,2026-04-20,C00907,P0342,D032,North,Store,1,187.74,0
SL-04-00082,SO-04-00041,2026-04-15,2026-04-21,C00122,P0099,D007,North,Store,1,121.99,0.10
SL-04-00083,SO-04-00042,2026-04-29,2026-04-30,C00118,P0079,D106,North,Online,1,230.49,0.15
SL-04-00084,SO-04-00042,2026-04-25,2026-04-28,C00192,P0034,D107,North,Store,1,57.74,0.15
SL-04-00085,SO-04-00043,2026-04-22,2026-04-28,C00075,P0059,D094,Central,Partner,3,338.99,0
SL-04-00086,SO-04-00043,2026-04-01,2026-04-09,C00609,P0214,D091,Central,Store,5,81.74,0.10
SL-04-00087,SO-04-00044,2026-04-10,2026-04-12,C00276,P0336,D067,South,Store,3,120.24,0.05
SL-04-00088,SO-04-00044,2026-04-04,2026-04-12,C00227,P0208,D105,North,Partner,4,347.74,0.15
SL-04-00089,SO-04-00045,2026-04-11,,C00520,P0080,D106,South,Partner,1,241.74,0.05
SL-04-00090,SO-04-00045,2026-04-04,2026-04-05,C00047,P0066,D030,Central,Partner,1,84.24,0
SL-04-00091,SO-04-00046,2026-04-23,2026-04-30,C00976,P0022,D059,Central,Store,2,256.24,0.05
SL-04-00092,SO-04-00046,2026-04-17,2026-04-23,C00187,P0257,D094,South,Store,3,231.99,0
SL-04-00093,SO-04-00047,2026-04-09,2026-04-15,C00443,P0257,D081,West,Online,3,231.99,0.15
SL-04-00094,SO-04-00047,2026-04-17,2026-04-25,C01364,P0135,D034,Central,Online,3,193.49,0
SL-04-00095,SO-04-00048,2026-04-19,2026-04-25,C00557,P0225,D052,West,Partner,2,205.49,0.05
SL-04-00096,SO-04-00048,2026-04-18,2026-04-19,C00155,P0233,D011,South,Store,2,295.49,0.10
SL-04-00097,SO-04-00049,2026-04-18,2026-04-21,C01003,P0001,D041,Central,Store,1,19.99,0.15
SL-04-00098,SO-04-00049,2026-04-11,2026-04-12,C00233,P0100,D088,South,Store,5,133.24,0.05
SL-04-00099,SO-04-00050,2026-04-16,2026-04-22,C00540,P0320,D093,North,Online,1,273.74,0.10
SL-04-00100,SO-04-00050,2026-04-13,2026-04-18,C00075,P0272,D003,West,Online,2,67.24,0.05
SL-04-00101,SO-04-00051,2026-04-21,2026-04-22,C00765,P0270,D112,South,Store,2,378.24,0.15
SL-04-00102,SO-04-00051,2026-04-01,2026-04-08,C00948,P0290,D105,North,Online,2,269.74,0.15
SL-04-00103,SO-04-00052,2026-04-26,2026-05-04,C00814,P0257,D008,North,Online,1,231.99,0.05
SL-04-00104,SO-04-00052,2026-04-04,2026-04-05,C00805,P0099,D047,East,Online,1,121.99,0
SL-04-00105,SO-04-00053,2026-04-22,2026-04-28,C01056,P0302,D051,North,Store,4,71.24,0.15
SL-04-00106,SO-04-00053,2026-04-05,2026-04-06,C01034,P0311,D087,South,Store,2,172.49,0.10
SL-04-00107,SO-04-00054,2026-04-29,2026-05-05,C01064,P0346,D024,South,Store,5,232.74,0.15
SL-04-00108,SO-04-00054,2026-04-13,2026-04-15,C00329,P0077,D061,East,Partner,1,207.99,0
SL-04-00109,SO-04-00055,2026-04-08,2026-04-09,C00888,P0049,D077,West,Online,1,226.49,0.15
SL-04-00110,SO-04-00055,2026-04-13,2026-04-17,C00173,P0174,D063,North,Store,5,298.74,0.05
SL-04-00111,SO-04-00056,2026-04-01,,C00044,P0040,D016,Central,Store,4,125.24,0
SL-04-00112,SO-04-00056,2026-04-11,2026-04-16,C00518,P0183,D029,North,Online,2,66.49,0.10
SL-04-00113,SO-04-00057,2026-04-25,2026-04-30,C00030,P0025,D108,South,Store,2,289.99,0.05
SL-04-00114,SO-04-00057,2026-04-30,2026-05-07,C00884,P0234,D111,South,Partner,5,306.74,0.15
SL-04-00115,SO-04-00058,2026-04-03,2026-04-09,C00567,P0313,D111,North,Online,3,194.99,0.05
SL-04-00116,SO-04-00058,2026-04-26,2026-04-30,C01037,P0237,D077,North,Partner,1,340.49,0.10
SL-04-00117,SO-04-00059,2026-04-06,2026-04-12,C00675,P0322,D037,East,Store,5,296.24,0
SL-04-00118,SO-04-00059,2026-04-30,2026-05-06,C00192,P0329,D058,South,Online,3,374.99,0.05
SL-04-00119,SO-04-00060,2026-04-01,2026-04-06,C00240,P0003,D085,North,Store,5,42.49,0
SL-04-00120,SO-04-00060,2026-04-03,2026-04-10,C00060,P0193,D101,East,Online,2,178.99,0.15
SL-04-00121,SO-04-00061,2026-04-15,2026-04-21,C00978,P0166,D086,West,Online,4,208.74,0.15
SL-04-00122,SO-04-00061,2026-04-21,2026-04-27,C00416,P0333,D047,Central,Online,2,86.49,0.05
SL-04-00123,SO-04-00062,2026-04-13,2026-04-20,C00765,P0201,D017,North,Partner,2,268.99,0.10
SL-04-00124,SO-04-00062,2026-04-18,2026-04-19,C00473,P0108,D031,North,Store,3,223.24,0.05
SL-04-00125,SO-04-00063,2026-04-02,2026-04-06,C01355,P0064,D021,South,Online,1,61.74,0
SL-04-00126,SO-04-00063,2026-04-19,2026-04-20,C00344,P0359,D091,East,Partner,1,378.99,0
SL-04-00127,SO-04-00064,2026-04-07,2026-04-09,C00432,P0122,D048,South,Store,2,47.24,0
SL-04-00128,SO-04-00064,2026-04-04,2026-04-09,C00516,P0114,D043,West,Partner,5,290.74,0.05
SL-04-00129,SO-04-00065,2026-04-25,2026-04-29,C00002,P0198,D044,South,Online,5,235.24,0.10
SL-04-00130,SO-04-00065,2026-04-26,2026-05-01,C00225,P0112,D056,East,Store,5,268.24,0
SL-04-00131,SO-04-00066,2026-04-06,2026-04-10,C00356,P0142,D086,West,Partner,4,272.24,0.05
SL-04-00132,SO-04-00066,2026-04-22,2026-04-25,C00580,P0235,D065,North,Partner,5,317.99,0.15
SL-04-00133,SO-04-00067,2026-04-06,,C00495,P0151,D101,East,Online,1,39.99,0.15
SL-04-00134,SO-04-00067,2026-04-20,2026-04-22,C00157,P0035,D038,South,Online,5,68.99,0.05
SL-04-00135,SO-04-00068,2026-04-25,2026-04-30,C00521,P0025,D060,Central,Store,1,289.99,0.10
SL-04-00136,SO-04-00068,2026-04-15,2026-04-22,C00695,P0218,D005,South,Store,5,126.74,0.05
SL-04-00137,SO-04-00069,2026-04-12,2026-04-18,C00570,P0205,D010,West,Store,5,313.99,0.15
SL-04-00138,SO-04-00069,2026-04-09,2026-04-13,C00132,P0049,D021,North,Online,1,226.49,0.15
SL-04-00139,SO-04-00070,2026-04-14,2026-04-18,C01005,P0161,D109,East,Online,3,152.49,0
SL-04-00140,SO-04-00070,2026-04-20,2026-04-22,C00952,P0293,D099,West,Online,4,303.49,0.05
SL-04-00141,SO-04-00071,2026-04-11,2026-04-18,C00993,P0023,D082,South,Store,1,267.49,0.15
SL-04-00142,SO-04-00071,2026-04-12,2026-04-13,C00270,P0152,D071,North,Online,3,51.24,0
SL-04-00143,SO-04-00072,2026-04-20,2026-04-27,C00956,P0220,D089,Central,Online,3,149.24,0.10
SL-04-00144,SO-04-00072,2026-04-03,2026-04-09,C01056,P0059,D001,Central,Partner,2,338.99,0
SL-04-00145,SO-04-00073,2026-04-23,2026-04-30,C00575,P0323,D097,South,Store,4,307.49,0.10
SL-04-00146,SO-04-00073,2026-04-26,2026-05-03,C01002,P0140,D017,South,Online,4,249.74,0.15
SL-04-00147,SO-04-00074,2026-04-09,2026-04-16,C00186,P0124,D022,North,Store,3,69.74,0.05
SL-04-00148,SO-04-00074,2026-04-27,2026-04-30,C00281,P0190,D079,Central,Store,2,145.24,0
SL-04-00149,SO-04-00075,2026-04-26,2026-04-30,C00263,P0134,D109,North,Partner,3,182.24,0.15
SL-04-00150,SO-04-00075,2026-04-19,2026-04-26,C00644,P0205,D038,West,Partner,3,313.99,0.15
SL-04-00151,SO-04-00076,2026-04-04,2026-04-10,C00922,P0151,D086,West,Online,2,39.99,0
SL-04-00152,SO-04-00076,2026-04-05,2026-04-10,C00088,P0024,D033,Central,Online,5,278.74,0.05
SL-04-00153,SO-04-00077,2026-04-27,2026-04-30,C00521,P0301,D099,Central,Partner,1,59.99,0.05
SL-04-00154,SO-04-00077,2026-04-10,2026-04-13,C00847,P0162,D047,North,Partner,5,163.74,0.10
SL-04-00155,SO-04-00078,2026-04-02,,C00016,P0185,D045,West,Store,2,88.99,0.10
SL-04-00156,SO-04-00078,2026-04-19,2026-04-27,C01366,P0263,D055,North,Online,1,299.49,0
SL-04-00157,SO-04-00079,2026-04-19,2026-04-21,C00849,P0068,D074,South,Online,3,106.74,0.10
SL-04-00158,SO-04-00079,2026-04-07,2026-04-14,C00167,P0281,D058,Central,Store,3,168.49,0.05
SL-04-00159,SO-04-00080,2026-04-15,2026-04-20,C00278,P0144,D042,West,Store,4,294.74,0.05
SL-04-00160,SO-04-00080,2026-04-14,2026-04-20,C00939,P0244,D092,South,Store,2,85.74,0.05
SL-04-00161,SO-04-00081,2026-04-22,2026-04-25,C00054,P0255,D029,West,Online,5,209.49,0.15
SL-04-00162,SO-04-00081,2026-04-30,2026-05-02,C00455,P0118,D071,East,Store,1,335.74,0.10
SL-04-00163,SO-04-00082,2026-04-03,2026-04-11,C00443,P0079,D020,North,Partner,5,230.49,0
SL-04-00164,SO-04-00082,2026-04-21,2026-04-28,C00856,P0276,D065,North,Online,1,112.24,0.10
SL-04-00165,SO-04-00083,2026-04-28,2026-05-02,C00452,P0023,D032,North,Store,4,267.49,0.10
SL-04-00166,SO-04-00083,2026-04-07,2026-04-14,C00899,P0016,D051,South,Store,1,188.74,0.10
SL-04-00167,SO-04-00084,2026-04-18,2026-04-26,C00456,P0068,D032,North,Store,1,106.74,0.10
SL-04-00168,SO-04-00084,2026-04-04,2026-04-05,C00683,P0077,D046,West,Partner,3,207.99,0.10
SL-04-00169,SO-04-00085,2026-04-13,2026-04-16,C00793,P0054,D031,Central,Store,4,282.74,0
SL-04-00170,SO-04-00085,2026-04-17,2026-04-21,C00812,P0082,D046,North,Partner,3,264.24,0.10
SL-04-00171,SO-04-00086,2026-04-21,2026-04-27,C00278,P0106,D099,West,Partner,3,200.74,0
SL-04-00172,SO-04-00086,2026-04-09,2026-04-13,C00053,P0034,D078,North,Online,1,57.74,0.15
SL-04-00173,SO-04-00087,2026-04-19,2026-04-20,C00184,P0106,D038,South,Online,3,200.74,0.05
SL-04-00174,SO-04-00087,2026-04-20,2026-04-28,C01091,P0086,D051,North,Online,5,309.24,0
SL-04-00175,SO-04-00088,2026-04-27,2026-04-28,C00460,P0315,D016,South,Online,1,217.49,0
SL-04-00176,SO-04-00088,2026-04-25,2026-04-28,C00355,P0182,D078,South,Partner,3,55.24,0.15
SL-04-00177,SO-04-00089,2026-04-27,,C00283,P0286,D042,West,Online,2,224.74,0.15
SL-04-00178,SO-04-00089,2026-04-12,2026-04-17,C00939,P0280,D035,West,Online,3,157.24,0.05
SL-04-00179,SO-04-00090,2026-04-23,2026-04-30,C00609,P0257,D021,Central,Store,3,231.99,0.15
SL-04-00180,SO-04-00090,2026-04-11,2026-04-18,C00389,P0296,D036,North,Online,3,337.24,0.10
SL-04-00181,SO-04-00091,2026-04-10,2026-04-17,C00706,P0317,D050,East,Partner,3,239.99,0.05
SL-04-00182,SO-04-00091,2026-04-08,2026-04-13,C00396,P0126,D105,North,Online,2,92.24,0.05
SL-04-00183,SO-04-00092,2026-04-30,2026-05-02,C00270,P0104,D002,North,Partner,1,178.24,0.10
SL-04-00184,SO-04-00092,2026-04-13,2026-04-16,C00514,P0175,D013,East,Partner,5,309.99,0.15
SL-04-00185,SO-04-00093,2026-04-03,2026-04-09,C00100,P0158,D039,South,Partner,3,118.74,0.10
SL-04-00186,SO-04-00093,2026-04-26,2026-05-04,C00735,P0049,D038,Central,Online,5,226.49,0.10
SL-04-00187,SO-04-00094,2026-04-11,2026-04-17,C01357,P0138,D109,West,Store,2,227.24,0.05
SL-04-00188,SO-04-00094,2026-04-04,2026-04-05,C00813,P0299,D060,East,Partner,3,370.99,0
SL-04-00189,SO-04-00095,2026-04-21,2026-04-24,C00124,P0281,D048,Central,Store,2,168.49,0.05
SL-04-00190,SO-04-00095,2026-04-15,2026-04-17,C00585,P0211,D054,West,Online,4,47.99,0.05
SL-04-00191,SO-04-00096,2026-04-09,2026-04-12,C00446,P0233,D099,West,Partner,2,295.49,0.15
SL-04-00192,SO-04-00096,2026-04-14,2026-04-22,C00851,P0277,D038,Central,Partner,4,123.49,0.15
SL-04-00193,SO-04-00097,2026-04-22,2026-04-25,C00925,P0270,D084,East,Partner,3,378.24,0
SL-04-00194,SO-04-00097,2026-04-23,2026-04-27,C00885,P0203,D048,North,Online,5,291.49,0.05
SL-04-00195,SO-04-00098,2026-04-27,2026-05-05,C00157,P0327,D020,North,Online,2,352.49,0.10
SL-04-00196,SO-04-00098,2026-04-08,2026-04-14,C00699,P0175,D019,Central,Store,4,309.99,0.15
SL-04-00197,SO-04-00099,2026-04-05,2026-04-09,C00587,P0340,D078,Central,Store,2,165.24,0.10
SL-04-00198,SO-04-00099,2026-04-07,2026-04-13,C00294,P0251,D104,South,Partner,1,164.49,0.05
SL-04-00199,SO-04-00100,2026-04-29,,C00241,P0220,D111,South,Partner,1,149.24,0.10
SL-04-00200,SO-04-00100,2026-04-17,2026-04-25,C00659,P0172,D069,North,Store,1,276.24,0.15
SL-04-00201,SO-04-00101,2026-04-26,2026-04-27,C01091,P0147,D091,South,Partner,1,328.49,0.15
SL-04-00202,SO-04-00101,2026-04-15,2026-04-23,C00580,P0224,D023,Central,Partner,2,194.24,0.05
SL-04-00203,SO-04-00102,2026-04-10,2026-04-17,C00895,P0247,D010,South,Online,3,119.49,0.05
SL-04-00204,SO-04-00102,2026-04-14,2026-04-16,C00419,P0178,D076,East,Store,3,343.74,0
SL-04-00205,SO-04-00103,2026-04-18,2026-04-26,C00125,P0122,D080,North,Partner,3,47.24,0.10
SL-04-00206,SO-04-00103,2026-04-28,2026-04-29,C00568,P0203,D002,North,Partner,2,291.49,0.10
SL-04-00207,SO-04-00104,2026-04-11,2026-04-13,C01096,P0282,D003,South,Online,5,179.74,0.05
SL-04-00208,SO-04-00104,2026-04-13,2026-04-21,C00887,P0156,D026,West,Store,4,96.24,0.15
SL-04-00209,SO-04-00105,2026-04-24,2026-04-30,C00817,P0011,D005,Central,Store,3,132.49,0
SL-04-00210,SO-04-00105,2026-04-26,2026-04-27,C00324,P0235,D087,West,Store,4,317.99,0.15
SL-04-00211,SO-04-00106,2026-04-20,2026-04-24,C00538,P0066,D079,North,Partner,4,84.24,0.05
SL-04-00212,SO-04-00106,2026-04-02,2026-04-04,C00992,P0293,D041,North,Online,5,303.49,0.15
SL-04-00213,SO-04-00107,2026-04-12,2026-04-16,C00928,P0268,D014,Central,Partner,3,355.74,0.10
SL-04-00214,SO-04-00107,2026-04-12,2026-04-20,C00782,P0155,D093,West,Partner,5,84.99,0.10
SL-04-00215,SO-04-00108,2026-04-01,2026-04-02,C00353,P0188,D068,West,Partner,2,122.74,0
SL-04-00216,SO-04-00108,2026-04-26,2026-04-27,C00329,P0115,D062,South,Online,5,301.99,0.05
SL-04-00217,SO-04-00109,2026-04-22,2026-04-27,C01090,P0006,D018,East,Store,4,76.24,0.10
SL-04-00218,SO-04-00109,2026-04-02,2026-04-06,C01368,P0017,D035,North,Online,1,199.99,0.05
SL-04-00219,SO-04-00110,2026-04-26,2026-04-28,C00782,P0257,D038,South,Partner,3,231.99,0.05
SL-04-00220,SO-04-00110,2026-04-11,2026-04-12,C00826,P0300,D094,West,Partner,3,382.24,0
SL-04-00221,SO-04-00111,2026-04-20,,C00984,P0011,D112,East,Partner,2,132.49,0.05
SL-04-00222,SO-04-00111,2026-04-21,2026-04-22,C00897,P0201,D106,East,Online,5,268.99,0.15
SL-04-00223,SO-04-00112,2026-04-21,2026-04-22,C00041,P0070,D051,North,Partner,5,129.24,0.15
SL-04-00224,SO-04-00112,2026-04-11,2026-04-17,C00631,P0271,D072,East,Store,2,55.99,0
SL-04-00225,SO-04-00113,2026-04-12,2026-04-20,C00522,P0025,D035,South,Partner,2,289.99,0.05
SL-04-00226,SO-04-00113,2026-04-09,2026-04-11,C00995,P0151,D036,East,Store,3,39.99,0
SL-04-00227,SO-04-00114,2026-04-04,2026-04-07,C00771,P0155,D024,Central,Partner,2,84.99,0.10
SL-04-00228,SO-04-00114,2026-04-07,2026-04-09,C01016,P0210,D036,West,Online,1,370.24,0
SL-04-00229,SO-04-00115,2026-04-14,2026-04-21,C00410,P0153,D057,Central,Online,3,62.49,0.05
SL-04-00230,SO-04-00115,2026-04-14,2026-04-17,C00283,P0075,D079,East,Online,3,185.49,0.05
SL-04-00231,SO-04-00116,2026-04-07,2026-04-14,C01019,P0244,D085,Central,Online,2,85.74,0.10
SL-04-00232,SO-04-00116,2026-04-25,2026-04-27,C00295,P0281,D065,East,Online,3,168.49,0.10
SL-04-00233,SO-04-00117,2026-04-30,2026-05-03,C00036,P0114,D074,South,Store,5,290.74,0
SL-04-00234,SO-04-00117,2026-04-24,2026-05-01,C00361,P0092,D023,Central,Online,3,43.24,0
SL-04-00235,SO-04-00118,2026-04-11,2026-04-19,C00826,P0289,D110,South,Online,2,258.49,0.10
SL-04-00236,SO-04-00118,2026-04-27,2026-04-29,C00769,P0276,D099,North,Partner,4,112.24,0.15
SL-04-00237,SO-04-00119,2026-04-01,2026-04-07,C00647,P0066,D060,South,Partner,2,84.24,0.05
SL-04-00238,SO-04-00119,2026-04-14,2026-04-20,C00782,P0103,D071,Central,Partner,1,166.99,0.10
SL-04-00239,SO-04-00120,2026-04-25,2026-04-28,C00516,P0303,D048,North,Partner,5,82.49,0.05
SL-04-00240,SO-04-00120,2026-04-01,2026-04-06,C00116,P0268,D074,North,Online,3,355.74,0.10
SL-04-00241,SO-04-00121,2026-04-04,2026-04-05,C00084,P0231,D041,North,Partner,2,272.99,0.15
SL-04-00242,SO-04-00121,2026-04-17,2026-04-20,C00368,P0006,D095,North,Online,4,76.24,0.10
SL-04-00243,SO-04-00122,2026-04-02,,C00312,P0248,D108,Central,Store,1,130.74,0.15
SL-04-00244,SO-04-00122,2026-04-09,2026-04-13,C01086,P0060,D032,East,Store,2,350.24,0
SL-04-00245,SO-04-00123,2026-04-18,2026-04-21,C00230,P0149,D101,East,Store,2,350.99,0.05
SL-04-00246,SO-04-00123,2026-04-20,2026-04-28,C00669,P0308,D015,North,Partner,5,138.74,0
SL-04-00247,SO-04-00124,2026-04-23,2026-04-24,C01039,P0008,D009,Central,Partner,1,98.74,0.15
SL-04-00248,SO-04-00124,2026-04-27,2026-04-30,C00392,P0145,D102,South,Online,1,305.99,0.15
