OrderLineID,OrderID,OrderDateText,ShippedDateText,CustomerID,ProductID,DepartmentID,Region,SalesChannel,Quantity,UnitPriceGBP,DiscountPct
SL-02-00020,SO-02-00010,2026-02-08,2026-02-16,C01062,P0316,D086,West,Store,5,228.74,0
SL-02-00021,SO-02-00011,2026-02-03,2026-02-05,C00981,P0236,D081,North,Partner,4,329.24,0.15
SL-02-00022,SO-02-00011,2026-02-09,2026-02-17,C00051,P0068,D021,East,Online,3,106.74,0.05
SL-02-00023,SO-02-00012,2026-02-25,,C00037,P0079,D034,West,Online,4,230.49,0
SL-02-00024,SO-02-00012,2026-02-06,2026-02-13,C01058,P0045,D073,East,Online,5,181.49,0
SL-02-00025,SO-02-00013,2026-02-06,2026-02-08,C00108,P0105,D080,North,Partner,1,189.49,0
SL-02-00026,SO-02-00013,2026-02-04,2026-02-12,C00665,P0198,D079,West,Partner,4,235.24,0.10
SL-02-00027,SO-02-00014,2026-02-20,2026-02-21,C00825,P0093,D014,Central,Partner,3,54.49,0.05
SL-02-00028,SO-02-00014,2026-02-26,2026-03-05,C01078,P0177,D061,South,Partner,4,332.49,0.10
SL-02-00029,SO-02-00015,2026-02-23,2026-03-01,C00007,P0121,D109,South,Online,3,35.99,0
SL-02-00030,SO-02-00015,2026-02-14,2026-02-17,C00359,P0052,D045,Central,Online,4,260.24,0.15
SL-02-00031,SO-02-00016,2026-02-04,2026-02-09,C00893,P0026,D017,South,Partner,4,301.24,0
SL-02-00032,SO-02-00016,2026-02-21,2026-02-26,C01362,P0286,D080,Central,Online,4,224.74,0.15
SL-02-00033,SO-02-00017,2026-02-12,2026-02-18,C00748,P0139,D033,South,Partner,1,238.49,0.05
SL-02-00034,SO-02-00017,2026-02-21,2026-02-23,C00960,P0079,D091,East,Online,3,230.49,0.15
SL-02-00035,SO-02-00018,2026-02-16,2026-02-20,C00989,P0157,D058,South,Store,2,107.49,0
SL-02-00036,SO-02-00018,2026-02-16,2026-02-19,C00748,P0010,D015,North,Store,5,121.24,0.05
SL-02-00037,SO-02-00019,2026-02-06,2026-02-10,C00642,P0272,D042,Central,Store,5,67.24,0.10
SL-02-00038,SO-02-00019,2026-02-09,2026-02-15,C00241,P0075,D072,East,Online,2,185.49,0.15
SL-02-00039,SO-02-00020,2026-02-12,2026-02-19,C00077,P0039,D068,East,Store,2,113.99,0.15
SL-02-00040,SO-02-00020,2026-02-06,2026-02-09,C00212,P0010,D076,East,Online,2,121.24,0.15
SL-02-00041,SO-02-00021,2026-02-13,2026-02-18,C00783,P0338,D065,East,Partner,2,142.74,0
SL-02-00042,SO-02-00021,2026-02-23,2026-03-01,C00722,P0127,D050,North,Partner,1,103.49,0
SL-02-00043,SO-02-00022,2026-02-03,2026-02-08,C00221,P0107,D011,Central,Partner,4,211.99,0
SL-02-00044,SO-02-00022,2026-02-10,2026-02-16,C00489,P0178,D071,West,Partner,4,343.74,0.10
SL-02-00045,SO-02-00023,2026-02-14,,C01058,P0020,D006,East,Partner,3,233.74,0.10
SL-02-00046,SO-02-00023,2026-02-12,2026-02-20,C00161,P0159,D045,East,Partner,4,129.99,0
SL-02-00047,SO-02-00024,2026-02-11,2026-02-13,C00843,P0215,D017,North,Store,4,92.99,0.15
SL-02-00048,SO-02-00024,2026-02-09,2026-02-14,C00486,P0125,D088,North,Store,5,80.99,0
SL-02-00049,SO-02-00025,2026-02-04,2026-02-09,C00879,P0058,D012,North,Online,1,327.74,0.10
SL-02-00050,SO-02-00025,2026-02-03,2026-02-04,C00246,P0028,D103,North,Store,1,323.74,0.05
SL-02-00051,SO-02-00026,2026-02-21,2026-02-28,C00110,P0287,D087,North,Partner,3,235.99,0.15
SL-02-00052,SO-02-00026,2026-02-04,2026-02-06,C01052,P0004,D050,East,Store,2,53.74,0.10
SL-02-00053,SO-02-00027,2026-02-17,2026-02-25,C00657,P0134,D011,North,Online,3,182.24,0
SL-02-00054,SO-02-00027,2026-02-22,2026-02-24,C00020,P0333,D025,South,Online,5,86.49,0.05
SL-02-00055,SO-02-00028,2026-02-05,2026-02-10,C00258,P0262,D060,West,Online,3,288.24,0.05
SL-02-00056,SO-02-00028,2026-02-07,2026-02-09,C00550,P0107,D041,West,Online,5,211.99,0
SL-02-00057,SO-02-00029,2026-02-09,2026-02-10,C00381,P0271,D102,South,Store,2,55.99,0.10
SL-02-00058,SO-02-00029,2026-02-13,2026-02-19,C00802,P0237,D025,West,Store,4,340.49,0.10
SL-02-00059,SO-02-00030,2026-02-24,2026-02-25,C00030,P0042,D054,East,Store,1,147.74,0.15
SL-02-00060,SO-02-00030,2026-02-27,2026-03-05,C00267,P0194,D049,South,Partner,2,190.24,0
SL-02-00061,SO-02-00031,2026-02-17,2026-02-18,C00073,P0233,D036,West,Online,4,295.49,0.15
SL-02-00062,SO-02-00031,2026-02-11,2026-02-17,C00013,P0082,D090,North,Online,3,264.24,0.10
SL-02-00063,SO-02-00032,2026-02-05,2026-02-13,C01353,P0186,D004,South,Store,2,100.24,0
SL-02-00064,SO-02-00032,2026-02-16,2026-02-22,C00841,P0143,D110,South,Partner,2,283.49,0.15
SL-02-00065,SO-02-00033,2026-02-12,2026-02-20,C00407,P0012,D072,North,Store,4,143.74,0.10
SL-02-00066,SO-02-00033,2026-02-19,2026-02-21,C00626,P0301,D045,West,Partner,5,59.99,0.05
SL-02-00067,SO-02-00034,2026-02-13,,C00230,P0019,D014,South,Store,3,222.49,0.10
SL-02-00068,SO-02-00034,2026-02-20,2026-02-25,C00150,P0328,D014,Central,Online,4,363.74,0
SL-02-00069,SO-02-00035,2026-02-15,2026-02-23,C00274,P0249,D054,East,Store,1,141.99,0.15
SL-02-00070,SO-02-00035,2026-02-08,2026-02-14,C00135,P0008,D064,East,Store,1,98.74,0.05
SL-02-00071,SO-02-00036,2026-02-21,2026-02-28,C00078,P0357,D051,North,Store,5,356.49,0
SL-02-00072,SO-02-00036,2026-02-06,2026-02-11,C00485,P0303,D093,West,Online,4,82.49,0.15
SL-02-00073,SO-02-00037,2026-02-21,2026-02-28,C00463,P0257,D023,East,Store,2,231.99,0.10
SL-02-00074,SO-02-00037,2026-02-04,2026-02-11,C00749,P0325,D071,Central,Online,1,329.99,0.05
SL-02-00075,SO-02-00038,2026-02-06,2026-02-07,C00854,P0237,D103,South,Online,5,340.49,0.15
SL-02-00076,SO-02-00038,2026-02-01,2026-02-03,C00384,P0127,D043,Central,Partner,1,103.49,0.15
SL-02-00077,SO-02-00039,2026-02-27,2026-03-07,C00828,P0080,D077,South,Online,4,241.74,0.05
SL-02-00078,SO-02-00039,2026-02-23,2026-02-27,C00542,P0140,D027,South,Partner,5,249.74,0.10
SL-02-00079,SO-02-00040,2026-02-04,2026-02-05,C00541,P0341,D068,West,Store,4,176.49,0.15
SL-02-00080,SO-02-00040,2026-02-01,2026-02-09,C00679,P0271,D062,East,Online,5,55.99,0.05
SL-02-00081,SO-02-00041,2026-02-01,2026-02-05,C00223,P0103,D006,West,Partner,5,166.99,0.10
SL-02-00082,SO-02-00041,2026-02-05,2026-02-08,C00447,P0204,D068,Central,Online,5,302.74,0
SL-02-00083,SO-02-00042,2026-02-14,2026-02-18,C00612,P0360,D080,South,Online,4,390.24,0.10
SL-02-00084,SO-02-00042,2026-02-10,2026-02-13,C00545,P0019,D018,South,Store,3,222.49,0.05
SL-02-00085,SO-02-00043,2026-02-07,2026-02-14,C00100,P0075,D031,East,Online,5,185.49,0.05
SL-02-00086,SO-02-00043,2026-02-09,2026-02-11,C00944,P0321,D073,South,Partner,5,284.99,0.15
SL-02-00087,SO-02-00044,2026-02-26,2026-03-03,C00614,P0251,D092,East,Store,4,164.49,0
SL-02-00088,SO-02-00044,2026-02-14,2026-02-16,C00850,P0108,D021,West,Online,5,223.24,0
SL-02-00089,SO-02-00045,2026-02-28,,C00295,P0012,D086,West,Store,5,143.74,0.10
SL-02-00090,SO-02-00045,2026-02-09,2026-02-17,C00005,P0184,D004,South,Partner,4,77.74,0.10
SL-02-00091,SO-02-00046,2026-02-10,2026-02-18,C00764,P0182,D080,North,Store,5,55.24,0.15
SL-02-00092,SO-02-00046,2026-02-01,2026-02-05,C00036,P0078,D085,South,Online,2,219.24,0
SL-02-00093,SO-02-00047,2026-02-16,2026-02-19,C00136,P0038,D040,South,Store,4,102.74,0.05
SL-02-00094,SO-02-00047,2026-02-11,2026-02-17,C01364,P0199,D058,East,Partner,5,246.49,0.10
SL-02-00095,SO-02-00048,2026-02-19,2026-02-26,C00852,P0157,D089,Central,Partner,4,107.49,0.15
SL-02-00096,SO-02-00048,2026-02-01,2026-02-06,C00737,P0278,D053,North,Online,4,134.74,0.10
SL-02-00097,SO-02-00049,2026-02-16,2026-02-20,C00702,P0285,D074,West,Online,1,213.49,0.05
SL-02-00098,SO-02-00049,2026-02-16,2026-02-18,C00085,P0352,D035,North,Store,3,300.24,0
SL-02-00099,SO-02-00050,2026-02-26,2026-02-28,C00624,P0301,D095,East,Online,5,59.99,0.05
SL-02-00100,SO-02-00050,2026-02-14,2026-02-20,C00931,P0089,D044,West,Online,4,342.99,0.15
SL-02-00101,SO-02-00051,2026-02-04,2026-02-12,C00082,P0281,D096,North,Partner,1,168.49,0
SL-02-00102,SO-02-00051,2026-02-27,2026-03-02,C00960,P0067,D083,South,Store,3,95.49,0.05
SL-02-00103,SO-02-00052,2026-02-21,2026-02-25,C00628,P0350,D110,West,Store,3,277.74,0.10
SL-02-00104,SO-02-00052,2026-02-23,2026-02-27,C00908,P0249,D079,Central,Store,4,141.99,0.15
SL-02-00105,SO-02-00053,2026-02-16,2026-02-18,C00354,P0170,D085,North,Partner,3,253.74,0.10
SL-02-00106,SO-02-00053,2026-02-20,2026-02-21,C00193,P0270,D064,Central,Online,1,378.24,0
SL-02-00107,SO-02-00054,2026-02-21,2026-02-23,C00001,P0100,D109,West,Store,4,133.24,0.15
SL-02-00108,SO-02-00054,2026-02-27,2026-03-05,C00948,P0298,D036,Central,Partner,3,359.74,0
SL-02-00109,SO-02-00055,2026-02-21,2026-02-23,C01031,P0330,D070,West,Store,3,386.24,0
SL-02-00110,SO-02-00055,2026-02-13,2026-02-20,C00822,P0322,D060,Central,Store,1,296.24,0.10
SL-02-00111,SO-02-00056,2026-02-20,,C00861,P0297,D037,South,Online,1,348.49,0
SL-02-00112,SO-02-00056,2026-02-23,2026-02-28,C00387,P0169,D063,West,Online,1,242.49,0.05
SL-02-00113,SO-02-00057,2026-02-04,2026-02-10,C00375,P0188,D042,North,Online,5,122.74,0
SL-02-00114,SO-02-00057,2026-02-26,2026-03-01,C00863,P0313,D049,Central,Partner,1,194.99,0.15
SL-02-00115,SO-02-00058,2026-02-17,2026-02-23,C00750,P0171,D079,North,Store,1,264.99,0.10
SL-02-00116,SO-02-00058,2026-02-25,2026-02-27,C00795,P0358,D069,South,Store,2,367.74,0.05
SL-02-00117,SO-02-00059,2026-02-20,2026-02-26,C00784,P0333,D023,South,Partner,4,86.49,0.10
SL-02-00118,SO-02-00059,2026-02-13,2026-02-17,C00571,P0241,D110,South,Online,5,51.99,0.15
SL-02-00119,SO-02-00060,2026-02-07,2026-02-14,C01054,P0062,D032,South,Store,3,39.24,0.05
SL-02-00120,SO-02-00060,2026-02-07,2026-02-13,C00870,P0021,D095,West,Partner,4,244.99,0.10
SL-02-00121,SO-02-00061,2026-02-08,2026-02-12,C00650,P0251,D104,West,Store,4,164.49,0.05
SL-02-00122,SO-02-00061,2026-02-09,2026-02-12,C00016,P0114,D081,North,Partner,2,290.74,0.05
SL-02-00123,SO-02-00062,2026-02-10,2026-02-15,C00614,P0013,D069,North,Partner,2,154.99,0.15
SL-02-00124,SO-02-00062,2026-02-20,2026-02-23,C00727,P0249,D062,Central,Online,4,141.99,0.05
SL-02-00125,SO-02-00063,2026-02-17,2026-02-18,C01355,P0168,D047,North,Partner,5,231.24,0.05
SL-02-00126,SO-02-00063,2026-02-23,2026-02-24,C00655,P0013,D046,South,Store,4,154.99,0
SL-02-00127,SO-02-00064,2026-02-22,2026-02-25,C00049,P0040,D093,South,Online,3,125.24,0.10
SL-02-00128,SO-02-00064,2026-02-05,2026-02-07,C00100,P0318,D009,South,Partner,3,251.24,0.10
SL-02-00129,SO-02-00065,2026-02-25,2026-02-26,C00342,P0160,D011,West,Online,3,141.24,0.15
SL-02-00130,SO-02-00065,2026-02-21,2026-02-24,C00134,P0059,D057,South,Store,3,338.99,0.05
SL-02-00131,SO-02-00066,2026-02-17,2026-02-18,C00786,P0219,D060,North,Store,5,137.99,0.15
SL-02-00132,SO-02-00066,2026-02-01,2026-02-04,C00659,P0347,D062,North,Online,4,243.99,0.05
SL-02-00133,SO-02-00067,2026-02-09,,C01054,P0130,D038,North,Online,1,137.24,0.10
SL-02-00134,SO-02-00067,2026-02-05,2026-02-06,C01047,P0292,D108,Central,Partner,4,292.24,0.05
SL-02-00135,SO-02-00068,2026-02-10,2026-02-11,C00397,P0226,D095,South,Store,5,216.74,0.15
SL-02-00136,SO-02-00068,2026-02-23,2026-02-25,C01087,P0125,D083,South,Store,4,80.99,0.05
SL-02-00137,SO-02-00069,2026-02-26,2026-02-28,C00798,P0155,D076,Central,Partner,3,84.99,0.15
SL-02-00138,SO-02-00069,2026-02-23,2026-02-24,C00516,P0090,D062,Central,Online,3,354.24,0.05
SL-02-00139,SO-02-00070,2026-02-26,2026-03-01,C00903,P0230,D006,West,Store,1,261.74,0.10
SL-02-00140,SO-02-00070,2026-02-07,2026-02-15,C00397,P0349,D022,North,Store,3,266.49,0.05
SL-02-00141,SO-02-00071,2026-02-06,2026-02-09,C00455,P0265,D009,Central,Store,4,321.99,0.15
SL-02-00142,SO-02-00071,2026-02-12,2026-02-13,C00468,P0010,D077,South,Online,2,121.24,0.10
SL-02-00143,SO-02-00072,2026-02-24,2026-02-25,C00765,P0343,D003,Central,Store,4,198.99,0.05
SL-02-00144,SO-02-00072,2026-02-02,2026-02-10,C00413,P0055,D058,West,Online,5,293.99,0.10
SL-02-00145,SO-02-00073,2026-02-16,2026-02-19,C00605,P0320,D106,North,Store,2,273.74,0.05
SL-02-00146,SO-02-00073,2026-02-12,2026-02-15,C00287,P0340,D050,South,Partner,1,165.24,0
SL-02-00147,SO-02-00074,2026-02-07,2026-02-14,C00134,P0212,D073,East,Store,4,59.24,0.10
SL-02-00148,SO-02-00074,2026-02-28,2026-03-05,C00238,P0112,D016,Central,Partner,1,268.24,0.15
SL-02-00149,SO-02-00075,2026-02-06,2026-02-10,C00869,P0023,D103,South,Store,1,267.49,0.10
SL-02-00150,SO-02-00075,2026-02-24,2026-02-28,C01058,P0167,D037,Central,Online,2,219.99,0.10
SL-02-00151,SO-02-00076,2026-02-10,2026-02-14,C00491,P0096,D020,South,Partner,5,88.24,0.15
SL-02-00152,SO-02-00076,2026-02-26,2026-02-28,C00637,P0323,D032,South,Store,5,307.49,0.10
SL-02-00153,SO-02-00077,2026-02-14,2026-02-21,C01040,P0151,D001,East,Store,2,39.99,0
SL-02-00154,SO-02-00077,2026-02-01,2026-02-03,C00262,P0350,D086,Central,Partner,2,277.74,0.10
SL-02-00155,SO-02-00078,2026-02-20,,C00540,P0274,D111,West,Partner,2,89.74,0.15
SL-02-00156,SO-02-00078,2026-02-06,2026-02-08,C01366,P0233,D110,Central,Store,3,295.49,0.10
SL-02-00157,SO-02-00079,2026-02-28,2026-03-07,C01095,P0280,D025,West,Store,4,157.24,0
SL-02-00158,SO-02-00079,2026-02-19,2026-02-26,C00276,P0193,D073,North,Online,2,178.99,0.15
SL-02-00159,SO-02-00080,2026-02-02,2026-02-07,C00217,P0007,D110,North,Store,3,87.49,0.05
SL-02-00160,SO-02-00080,2026-02-15,2026-02-17,C00075,P0139,D016,North,Online,1,238.49,0.15
SL-02-00161,SO-02-00081,2026-02-18,2026-02-26,C00990,P0023,D021,West,Store,4,267.49,0
SL-02-00162,SO-02-00081,2026-02-28,2026-03-01,C01016,P0136,D005,South,Partner,4,204.74,0.10
SL-02-00163,SO-02-00082,2026-02-28,2026-03-01,C00216,P0005,D027,West,Store,2,64.99,0.15
SL-02-00164,SO-02-00082,2026-02-10,2026-02-11,C00829,P0089,D086,West,Online,2,342.99,0.15
SL-02-00165,SO-02-00083,2026-02-14,2026-02-16,C01005,P0255,D014,North,Online,3,209.49,0.10
SL-02-00166,SO-02-00083,2026-02-26,2026-03-01,C00328,P0054,D084,North,Online,4,282.74,0
SL-02-00167,SO-02-00084,2026-02-21,2026-02-26,C00885,P0358,D068,East,Online,2,367.74,0.05
SL-02-00168,SO-02-00084,2026-02-10,2026-02-17,C00936,P0063,D038,Central,Store,2,50.49,0.10
SL-02-00169,SO-02-00085,2026-02-22,2026-02-23,C00221,P0168,D039,Central,Online,3,231.24,0.05
SL-02-00170,SO-02-00085,2026-02-11,2026-02-18,C00154,P0062,D063,Central,Online,2,39.24,0.05
SL-02-00171,SO-02-00086,2026-02-26,2026-03-03,C00781,P0291,D024,North,Partner,1,280.99,0.15
SL-02-00172,SO-02-00086,2026-02-24,2026-02-28,C00746,P0275,D030,Central,Partner,5,100.99,0
SL-02-00173,SO-02-00087,2026-02-26,2026-03-06,C00573,P0171,D044,West,Partner,2,264.99,0.05
SL-02-00174,SO-02-00087,2026-02-03,2026-02-10,C00193,P0345,D027,Central,Partner,1,221.49,0
SL-02-00175,SO-02-00088,2026-02-05,2026-02-12,C00229,P0245,D092,Central,Online,4,96.99,0
SL-02-00176,SO-02-00088,2026-02-12,2026-02-14,C00576,P0297,D041,North,Partner,3,348.49,0.15
SL-02-00177,SO-02-00089,2026-02-23,,C00240,P0222,D019,North,Partner,1,171.74,0.10
SL-02-00178,SO-02-00089,2026-02-08,2026-02-09,C00432,P0332,D055,West,Online,2,75.24,0
SL-02-00179,SO-02-00090,2026-02-24,2026-03-04,C00509,P0004,D026,South,Online,1,53.74,0.05
SL-02-00180,SO-02-00090,2026-02-01,2026-02-08,C00673,P0002,D066,North,Store,2,31.24,0.10
SL-02-00181,SO-02-00091,2026-02-27,2026-03-05,C00254,P0254,D102,Central,Store,2,198.24,0.15
SL-02-00182,SO-02-00091,2026-02-28,2026-03-06,C00103,P0328,D094,Central,Online,2,363.74,0.05
SL-02-00183,SO-02-00092,2026-02-27,2026-03-03,C00446,P0197,D051,East,Online,3,223.99,0.05
SL-02-00184,SO-02-00092,2026-02-14,2026-02-17,C01009,P0057,D049,Central,Partner,1,316.49,0
SL-02-00185,SO-02-00093,2026-02-11,2026-02-15,C00217,P0094,D010,South,Partner,1,65.74,0.10
SL-02-00186,SO-02-00093,2026-02-10,2026-02-17,C00871,P0200,D058,West,Store,4,257.74,0.15
SL-02-00187,SO-02-00094,2026-02-05,2026-02-11,C01357,P0067,D008,South,Partner,2,95.49,0.05
SL-02-00188,SO-02-00094,2026-02-04,2026-02-06,C01013,P0171,D070,West,Partner,1,264.99,0.05
SL-02-00189,SO-02-00095,2026-02-19,2026-02-21,C00238,P0281,D092,South,Online,3,168.49,0
SL-02-00190,SO-02-00095,2026-02-28,2026-03-02,C00002,P0100,D010,Central,Partner,2,133.24,0
SL-02-00191,SO-02-00096,2026-02-25,2026-02-28,C00862,P0100,D007,South,Partner,2,133.24,0.15
SL-02-00192,SO-02-00096,2026-02-14,2026-02-21,C00209,P0180,D017,East,Store,2,366.24,0.05
SL-02-00193,SO-02-00097,2026-02-10,2026-02-18,C00084,P0286,D041,North,Online,3,224.74,0.15
SL-02-00194,SO-02-00097,2026-02-05,2026-02-07,C00601,P0290,D004,East,Store,5,269.74,0.10
SL-02-00195,SO-02-00098,2026-02-03,2026-02-07,C00635,P0030,D040,West,Store,1,346.24,0.05
SL-02-00196,SO-02-00098,2026-02-01,2026-02-05,C00962,P0061,D045,East,Partner,2,27.99,0
SL-02-00197,SO-02-00099,2026-02-27,2026-03-06,C00200,P0289,D028,South,Online,3,258.49,0.05
SL-02-00198,SO-02-00099,2026-02-06,2026-02-11,C00631,P0113,D055,South,Partner,3,279.49,0.10
SL-02-00199,SO-02-00100,2026-02-14,,C00376,P0021,D104,South,Store,4,244.99,0.10
SL-02-00200,SO-02-00100,2026-02-13,2026-02-15,C00007,P0275,D082,North,Store,5,100.99,0.10
SL-02-00201,SO-02-00101,2026-02-13,2026-02-19,C00698,P0357,D106,North,Store,5,356.49,0.05
SL-02-00202,SO-02-00101,2026-02-09,2026-02-17,C00512,P0345,D081,East,Online,5,221.49,0
SL-02-00203,SO-02-00102,2026-02-14,2026-02-15,C00705,P0317,D058,North,Partner,4,239.99,0.10
SL-02-00204,SO-02-00102,2026-02-10,2026-02-15,C00476,P0179,D084,Central,Store,3,354.99,0
SL-02-00205,SO-02-00103,2026-02-07,2026-02-11,C01032,P0170,D061,South,Store,5,253.74,0.15
SL-02-00206,SO-02-00103,2026-02-25,2026-03-01,C00494,P0158,D069,Central,Partner,5,118.74,0.10
SL-02-00207,SO-02-00104,2026-02-22,2026-02-24,C00003,P0186,D074,West,Online,4,100.24,0.05
SL-02-00208,SO-02-00104,2026-02-03,2026-02-07,C00840,P0013,D038,East,Store,2,154.99,0.05
SL-02-00209,SO-02-00105,2026-02-10,2026-02-11,C00162,P0047,D102,West,Online,3,203.99,0.15
SL-02-00210,SO-02-00105,2026-02-14,2026-02-16,C00918,P0216,D087,South,Online,1,104.24,0.05
SL-02-00211,SO-02-00106,2026-02-26,2026-03-04,C00092,P0168,D018,North,Online,4,231.24,0.10
SL-02-00212,SO-02-00106,2026-02-26,2026-03-06,C01087,P0246,D063,South,Store,2,108.24,0
SL-02-00213,SO-02-00107,2026-02-27,2026-03-03,C00237,P0107,D089,North,Online,1,211.99,0.10
SL-02-00214,SO-02-00107,2026-02-28,2026-03-01,C00513,P0229,D102,East,Partner,1,250.49,0
SL-02-00215,SO-02-00108,2026-02-10,2026-02-12,C01003,P0223,D078,East,Partner,3,182.99,0.15
SL-02-00216,SO-02-00108,2026-02-20,2026-02-24,C00725,P0252,D090,South,Online,2,175.74,0
SL-02-00217,SO-02-00109,2026-02-28,2026-03-07,C00894,P0114,D056,East,Store,3,290.74,0
SL-02-00218,SO-02-00109,2026-02-04,2026-02-09,C01368,P0022,D045,West,Partner,2,256.24,0.10
SL-02-00219,SO-02-00110,2026-02-11,2026-02-16,C00597,P0217,D028,East,Online,4,115.49,0.15
SL-02-00220,SO-02-00110,2026-02-10,2026-02-16,C00544,P0126,D024,East,Store,4,92.24,0.05
SL-02-00221,SO-02-00111,2026-02-27,,C00306,P0091,D072,North,Online,2,31.99,0.10
SL-02-00222,SO-02-00111,2026-02-22,2026-02-24,C00046,P0025,D081,East,Partner,3,289.99,0.10
SL-02-00223,SO-02-00112,2026-02-16,2026-02-21,C00554,P0328,D008,East,Store,5,363.74,0.05
SL-02-00224,SO-02-00112,2026-02-19,2026-02-20,C00768,P0030,D080,South,Store,3,346.24,0.05
SL-02-00225,SO-02-00113,2026-02-04,2026-02-07,C00029,P0197,D003,Central,Partner,5,223.99,0.05
SL-02-00226,SO-02-00113,2026-02-05,2026-02-10,C00594,P0084,D087,North,Store,4,286.74,0.10
SL-02-00227,SO-02-00114,2026-02-24,2026-03-04,C00634,P0119,D102,Central,Store,1,346.99,0.05
SL-02-00228,SO-02-00114,2026-02-08,2026-02-14,C00430,P0102,D070,East,Partner,1,155.74,0.15
SL-02-00229,SO-02-00115,2026-02-25,2026-02-27,C00226,P0024,D026,South,Store,1,278.74,0.15
SL-02-00230,SO-02-00115,2026-02-08,2026-02-11,C00117,P0122,D061,East,Online,3,47.24,0
SL-02-00231,SO-02-00116,2026-02-13,2026-02-14,C00692,P0094,D042,Central,Store,3,65.74,0.10
SL-02-00232,SO-02-00116,2026-02-11,2026-02-18,C00572,P0325,D086,Central,Partner,1,329.99,0.05
SL-02-00233,SO-02-00117,2026-02-09,2026-02-10,C00715,P0036,D003,North,Partner,1,80.24,0.15
SL-02-00234,SO-02-00117,2026-02-03,2026-02-04,C00567,P0258,D035,West,Store,2,243.24,0.10
SL-02-00235,SO-02-00118,2026-02-20,2026-02-25,C00707,P0287,D053,South,Online,3,235.99,0
SL-02-00236,SO-02-00118,2026-02-28,2026-03-04,C00769,P0233,D016,East,Partner,1,295.49,0.10
SL-02-00237,SO-02-00119,2026-02-14,2026-02-18,C00459,P0222,D037,East,Online,4,171.74,0.15
SL-02-00238,SO-02-00119,2026-02-21,2026-02-22,C00212,P0011,D065,North,Store,1,132.49,0.05
SL-02-00239,SO-02-00120,2026-02-17,2026-02-22,C01097,P0284,D053,East,Partner,5,202.24,0.05
SL-02-00240,SO-02-00120,2026-02-15,2026-02-16,C00372,P0358,D100,West,Partner,4,367.74,0.15
SL-02-00241,SO-02-00121,2026-02-02,2026-02-06,C00263,P0176,D091,North,Partner,5,321.24,0.15
SL-02-00242,SO-02-00121,2026-02-27,2026-02-28,C00809,P0004,D030,East,Online,3,53.74,0.05
SL-02-00243,SO-02-00122,2026-02-01,,C00497,P0047,D107,Central,Online,5,203.99,0.15
SL-02-00244,SO-02-00122,2026-02-01,2026-02-03,C00223,P0017,D036,South,Online,4,199.99,0.05
SL-02-00245,SO-02-00123,2026-02-16,2026-02-20,C00451,P0068,D001,South,Store,5,106.74,0.15
SL-02-00246,SO-02-00123,2026-02-23,2026-03-03,C00900,P0135,D020,Central,Online,1,193.49,0.15
SL-02-00247,SO-02-00124,2026-02-27,2026-03-06,C01087,P0326,D078,South,Online,5,341.24,0.15
SL-02-00248,SO-02-00124,2026-02-07,2026-02-11,C00114,P0039,D092,Central,Partner,4,113.99,0
